file,label,n_points
valve_0366_lidar_classes.ply,8,156
valve_0366_lidar_classes.ply,9,250
valve_0366_lidar_classes.ply,10,215
valve_0366_lidar_classes.ply,11,467
valve_0366_lidar_classes.ply,12,439
valve_0366_lidar_classes.ply,13,1150
valve_0367_lidar_classes.ply,0,1031
valve_0367_lidar_classes.ply,1,258
valve_0367_lidar_classes.ply,2,150
valve_0367_lidar_classes.ply,3,380
valve_0367_lidar_classes.ply,4,326
valve_0367_lidar_classes.ply,5,121
valve_0367_lidar_classes.ply,6,772
valve_0367_lidar_classes.ply,7,180
valve_0367_lidar_classes.ply,8,130
valve_0367_lidar_classes.ply,9,269
valve_0367_lidar_classes.ply,10,252
valve_0367_lidar_classes.ply,11,347
valve_0367_lidar_classes.ply,12,528
valve_0367_lidar_classes.ply,13,1222
valve_0368_lidar_classes.ply,0,971
valve_0368_lidar_classes.ply,1,223
valve_0368_lidar_classes.ply,2,174
valve_0368_lidar_classes.ply,3,390
valve_0368_lidar_classes.ply,4,359
valve_0368_lidar_classes.ply,5,135
valve_0368_lidar_classes.ply,6,773
valve_0368_lidar_classes.ply,7,229
valve_0368_lidar_classes.ply,8,206
valve_0368_lidar_classes.ply,9,260
valve_0368_lidar_classes.ply,10,321
valve_0368_lidar_classes.ply,11,344
valve_0368_lidar_classes.ply,12,545
valve_0368_lidar_classes.ply,13,1061
valve_0369_lidar_classes.ply,0,1048
valve_0369_lidar_classes.ply,1,239
valve_0369_lidar_classes.ply,2,155
valve_0369_lidar_classes.ply,3,394
valve_0369_lidar_classes.ply,4,267
valve_0369_lidar_classes.ply,5,134
valve_0369_lidar_classes.ply,6,718
valve_0369_lidar_classes.ply,7,157
valve_0369_lidar_classes.ply,8,131
valve_0369_lidar_classes.ply,9,215
valve_0369_lidar_classes.ply,10,239
valve_0369_lidar_classes.ply,11,404
valve_0369_lidar_classes.ply,12,453
valve_0369_lidar_classes.ply,13,1164
valve_0370_lidar_classes.ply,0,974
valve_0370_lidar_classes.ply,1,218
valve_0370_lidar_classes.ply,2,187
valve_0370_lidar_classes.ply,3,390
valve_0370_lidar_classes.ply,4,269
valve_0370_lidar_classes.ply,5,156
valve_0370_lidar_classes.ply,6,664
valve_0370_lidar_classes.ply,7,137
valve_0370_lidar_classes.ply,8,197
valve_0370_lidar_classes.ply,9,280
valve_0370_lidar_classes.ply,10,251
valve_0370_lidar_classes.ply,11,380
valve_0370_lidar_classes.ply,12,588
valve_0370_lidar_classes.ply,13,1086
valve_0371_lidar_classes.ply,0,950
valve_0371_lidar_classes.ply,1,273
valve_0371_lidar_classes.ply,2,167
valve_0371_lidar_classes.ply,3,381
valve_0371_lidar_classes.ply,4,378
valve_0371_lidar_classes.ply,5,207
valve_0371_lidar_classes.ply,6,825
valve_0371_lidar_classes.ply,7,123
valve_0371_lidar_classes.ply,8,168
valve_0371_lidar_classes.ply,9,266
valve_0371_lidar_classes.ply,10,259
valve_0371_lidar_classes.ply,11,412
valve_0371_lidar_classes.ply,12,359
valve_0371_lidar_classes.ply,13,1039
valve_0372_lidar_classes.ply,0,948
valve_0372_lidar_classes.ply,1,240
valve_0372_lidar_classes.ply,2,178
valve_0372_lidar_classes.ply,3,366
valve_0372_lidar_classes.ply,4,255
valve_0372_lidar_classes.ply,5,139
valve_0372_lidar_classes.ply,6,808
valve_0372_lidar_classes.ply,7,220
valve_0372_lidar_classes.ply,8,175
valve_0372_lidar_classes.ply,9,230
valve_0372_lidar_classes.ply,10,338
valve_0372_lidar_classes.ply,11,334
valve_0372_lidar_classes.ply,12,638
valve_0372_lidar_classes.ply,13,1010
valve_0373_lidar_classes.ply,0,1001
valve_0373_lidar_classes.ply,1,224
valve_0373_lidar_classes.ply,2,183
valve_0373_lidar_classes.ply,3,397
valve_0373_lidar_classes.ply,4,370
valve_0373_lidar_classes.ply,5,118
valve_0373_lidar_classes.ply,6,702
valve_0373_lidar_classes.ply,7,141
valve_0373_lidar_classes.ply,8,202
valve_0373_lidar_classes.ply,9,289
valve_0373_lidar_classes.ply,10,249
valve_0373_lidar_classes.ply,11,419
valve_0373_lidar_classes.ply,12,577
valve_0373_lidar_classes.ply,13,1007
valve_0374_lidar_classes.ply,0,975
valve_0374_lidar_classes.ply,1,226
valve_0374_lidar_classes.ply,2,186
valve_0374_lidar_classes.ply,3,364
valve_0374_lidar_classes.ply,4,321
valve_0374_lidar_classes.ply,5,163
valve_0374_lidar_classes.ply,6,722
valve_0374_lidar_classes.ply,7,134
valve_0374_lidar_classes.ply,8,146
valve_0374_lidar_classes.ply,9,257
valve_0374_lidar_classes.ply,10,279
valve_0374_lidar_classes.ply,11,380
valve_0374_lidar_classes.ply,12,565
valve_0374_lidar_classes.ply,13,1000
valve_0375_lidar_classes.ply,0,1127
valve_0375_lidar_classes.ply,1,202
valve_0375_lidar_classes.ply,2,182
valve_0375_lidar_classes.ply,3,379
valve_0375_lidar_classes.ply,4,349
valve_0375_lidar_classes.ply,5,156
valve_0375_lidar_classes.ply,6,778
valve_0375_lidar_classes.ply,7,130
valve_0375_lidar_classes.ply,8,155
valve_0375_lidar_classes.ply,9,255
valve_0375_lidar_classes.ply,10,233
valve_0375_lidar_classes.ply,11,441
valve_0375_lidar_classes.ply,12,430
valve_0375_lidar_classes.ply,13,1108
valve_0376_lidar_classes.ply,0,1091
valve_0376_lidar_classes.ply,1,242
valve_0376_lidar_classes.ply,2,146
valve_0376_lidar_classes.ply,3,411
valve_0376_lidar_classes.ply,4,293
valve_0376_lidar_classes.ply,5,125
valve_0376_lidar_classes.ply,6,748
valve_0376_lidar_classes.ply,7,123
valve_0376_lidar_classes.ply,8,196
valve_0376_lidar_classes.ply,9,328
valve_0376_lidar_classes.ply,10,249
valve_0376_lidar_classes.ply,11,366
valve_0376_lidar_classes.ply,12,503
valve_0376_lidar_classes.ply,13,905
valve_0377_lidar_classes.ply,0,997
valve_0377_lidar_classes.ply,1,252
valve_0377_lidar_classes.ply,2,165
valve_0377_lidar_classes.ply,3,397
valve_0377_lidar_classes.ply,4,325
valve_0377_lidar_classes.ply,5,147
valve_0377_lidar_classes.ply,6,761
valve_0377_lidar_classes.ply,7,147
valve_0377_lidar_classes.ply,8,174
valve_0377_lidar_classes.ply,9,245
valve_0377_lidar_classes.ply,10,258
valve_0377_lidar_classes.ply,11,365
valve_0377_lidar_classes.ply,12,403
valve_0377_lidar_classes.ply,13,1090
valve_0378_lidar_classes.ply,0,1003
valve_0378_lidar_classes.ply,1,200
valve_0378_lidar_classes.ply,2,182
valve_0378_lidar_classes.ply,3,380
valve_0378_lidar_classes.ply,4,277
valve_0378_lidar_classes.ply,5,107
valve_0378_lidar_classes.ply,6,827
valve_0378_lidar_classes.ply,7,148
valve_0378_lidar_classes.ply,8,112
valve_0378_lidar_classes.ply,9,286
valve_0378_lidar_classes.ply,10,225
valve_0378_lidar_classes.ply,11,390
valve_0378_lidar_classes.ply,12,442
valve_0378_lidar_classes.ply,13,1102
valve_0379_lidar_classes.ply,0,1085
valve_0379_lidar_classes.ply,1,226
valve_0379_lidar_classes.ply,2,159
valve_0379_lidar_classes.ply,3,409
valve_0379_lidar_classes.ply,4,297
valve_0379_lidar_classes.ply,5,126
valve_0379_lidar_classes.ply,6,787
valve_0379_lidar_classes.ply,7,235
valve_0379_lidar_classes.ply,8,228
valve_0379_lidar_classes.ply,9,267
valve_0379_lidar_classes.ply,10,340
valve_0379_lidar_classes.ply,11,382
valve_0379_lidar_classes.ply,12,561
valve_0379_lidar_classes.ply,13,999
valve_0380_lidar_classes.ply,0,1000
valve_0380_lidar_classes.ply,1,208
valve_0380_lidar_classes.ply,2,169
valve_0380_lidar_classes.ply,3,423
valve_0380_lidar_classes.ply,4,334
valve_0380_lidar_classes.ply,5,180
valve_0380_lidar_classes.ply,6,737
valve_0380_lidar_classes.ply,7,152
valve_0380_lidar_classes.ply,8,134
valve_0380_lidar_classes.ply,9,209
valve_0380_lidar_classes.ply,10,247
valve_0380_lidar_classes.ply,11,425
valve_0380_lidar_classes.ply,12,490
valve_0380_lidar_classes.ply,13,1004
valve_0381_lidar_classes.ply,0,999
valve_0381_lidar_classes.ply,1,207
valve_0381_lidar_classes.ply,2,162
valve_0381_lidar_classes.ply,3,356
valve_0381_lidar_classes.ply,4,376
valve_0381_lidar_classes.ply,5,183
valve_0381_lidar_classes.ply,6,758
valve_0381_lidar_classes.ply,7,143
valve_0381_lidar_classes.ply,8,148
valve_0381_lidar_classes.ply,9,277
valve_0381_lidar_classes.ply,10,259
valve_0381_lidar_classes.ply,11,419
valve_0381_lidar_classes.ply,12,459
valve_0381_lidar_classes.ply,13,952
valve_0382_lidar_classes.ply,0,1008
valve_0382_lidar_classes.ply,1,221
valve_0382_lidar_classes.ply,2,174
valve_0382_lidar_classes.ply,3,362
valve_0382_lidar_classes.ply,4,291
valve_0382_lidar_classes.ply,5,135
valve_0382_lidar_classes.ply,6,741
valve_0382_lidar_classes.ply,7,141
valve_0382_lidar_classes.ply,8,153
valve_0382_lidar_classes.ply,9,241
valve_0382_lidar_classes.ply,10,259
valve_0382_lidar_classes.ply,11,398
valve_0382_lidar_classes.ply,12,594
valve_0382_lidar_classes.ply,13,1041
valve_0383_lidar_classes.ply,0,968
valve_0383_lidar_classes.ply,1,221
valve_0383_lidar_classes.ply,2,160
valve_0383_lidar_classes.ply,3,367
valve_0383_lidar_classes.ply,4,341
valve_0383_lidar_classes.ply,5,160
valve_0383_lidar_classes.ply,6,733
valve_0383_lidar_classes.ply,7,152
valve_0383_lidar_classes.ply,8,165
valve_0383_lidar_classes.ply,9,259
valve_0383_lidar_classes.ply,10,236
valve_0383_lidar_classes.ply,11,419
valve_0383_lidar_classes.ply,12,519
valve_0383_lidar_classes.ply,13,980
valve_0384_lidar_classes.ply,0,1075
valve_0384_lidar_classes.ply,1,239
valve_0384_lidar_classes.ply,2,155
valve_0384_lidar_classes.ply,3,365
valve_0384_lidar_classes.ply,4,341
valve_0384_lidar_classes.ply,5,96
valve_0384_lidar_classes.ply,6,798
valve_0384_lidar_classes.ply,7,110
valve_0384_lidar_classes.ply,8,210
valve_0384_lidar_classes.ply,9,306
valve_0384_lidar_classes.ply,10,204
valve_0384_lidar_classes.ply,11,383
valve_0384_lidar_classes.ply,12,457
valve_0384_lidar_classes.ply,13,1014
valve_0385_lidar_classes.ply,0,915
valve_0385_lidar_classes.ply,1,275
valve_0385_lidar_classes.ply,2,167
valve_0385_lidar_classes.ply,3,391
valve_0385_lidar_classes.ply,4,308
valve_0385_lidar_classes.ply,5,125
valve_0385_lidar_classes.ply,6,759
valve_0385_lidar_classes.ply,7,165
valve_0385_lidar_classes.ply,8,149
valve_0385_lidar_classes.ply,9,287
valve_0385_lidar_classes.ply,10,261
valve_0385_lidar_classes.ply,11,330
valve_0385_lidar_classes.ply,12,516
valve_0385_lidar_classes.ply,13,1165
valve_0387_lidar_classes.ply,0,1016
valve_0387_lidar_classes.ply,1,241
valve_0387_lidar_classes.ply,2,148
valve_0387_lidar_classes.ply,3,402
valve_0387_lidar_classes.ply,4,321
valve_0387_lidar_classes.ply,5,149
valve_0387_lidar_classes.ply,6,812
valve_0387_lidar_classes.ply,7,192
valve_0387_lidar_classes.ply,8,219
valve_0387_lidar_classes.ply,9,291
valve_0387_lidar_classes.ply,10,313
valve_0387_lidar_classes.ply,11,337
valve_0387_lidar_classes.ply,12,529
valve_0387_lidar_classes.ply,13,1019
valve_0388_lidar_classes.ply,0,979
valve_0388_lidar_classes.ply,1,280
valve_0388_lidar_classes.ply,2,146
valve_0388_lidar_classes.ply,3,403
valve_0388_lidar_classes.ply,4,338
valve_0388_lidar_classes.ply,5,148
valve_0388_lidar_classes.ply,6,790
valve_0388_lidar_classes.ply,7,156
valve_0388_lidar_classes.ply,8,209
valve_0388_lidar_classes.ply,9,306
valve_0388_lidar_classes.ply,10,252
valve_0388_lidar_classes.ply,11,365
valve_0388_lidar_classes.ply,12,456
valve_0388_lidar_classes.ply,13,1082
valve_0389_lidar_classes.ply,0,960
valve_0389_lidar_classes.ply,1,224
valve_0389_lidar_classes.ply,2,161
valve_0389_lidar_classes.ply,3,397
valve_0389_lidar_classes.ply,4,291
valve_0389_lidar_classes.ply,5,145
valve_0389_lidar_classes.ply,6,787
valve_0389_lidar_classes.ply,7,168
valve_0389_lidar_classes.ply,8,131
valve_0389_lidar_classes.ply,9,228
valve_0389_lidar_classes.ply,10,231
valve_0389_lidar_classes.ply,11,441
valve_0389_lidar_classes.ply,12,429
valve_0389_lidar_classes.ply,13,1060
valve_0390_lidar_classes.ply,0,1068
valve_0390_lidar_classes.ply,1,216
valve_0390_lidar_classes.ply,2,163
valve_0390_lidar_classes.ply,3,392
valve_0390_lidar_classes.ply,4,292
valve_0390_lidar_classes.ply,5,125
valve_0390_lidar_classes.ply,6,762
valve_0390_lidar_classes.ply,7,247
valve_0390_lidar_classes.ply,8,223
valve_0390_lidar_classes.ply,9,241
valve_0390_lidar_classes.ply,10,295
valve_0390_lidar_classes.ply,11,335
valve_0390_lidar_classes.ply,12,511
valve_0390_lidar_classes.ply,13,1132
valve_0391_lidar_classes.ply,0,977
valve_0391_lidar_classes.ply,1,255
valve_0391_lidar_classes.ply,2,178
valve_0391_lidar_classes.ply,3,378
valve_0391_lidar_classes.ply,4,274
valve_0391_lidar_classes.ply,5,131
valve_0391_lidar_classes.ply,6,768
valve_0391_lidar_classes.ply,7,105
valve_0391_lidar_classes.ply,8,200
valve_0391_lidar_classes.ply,9,308
valve_0391_lidar_classes.ply,10,254
valve_0391_lidar_classes.ply,11,362
valve_0391_lidar_classes.ply,12,531
valve_0391_lidar_classes.ply,13,1137
valve_0392_lidar_classes.ply,0,1052
valve_0392_lidar_classes.ply,1,240
valve_0392_lidar_classes.ply,2,180
valve_0392_lidar_classes.ply,3,362
valve_0392_lidar_classes.ply,4,332
valve_0392_lidar_classes.ply,5,130
valve_0392_lidar_classes.ply,6,715
valve_0392_lidar_classes.ply,7,110
valve_0392_lidar_classes.ply,8,197
valve_0392_lidar_classes.ply,9,303
valve_0392_lidar_classes.ply,10,265
valve_0392_lidar_classes.ply,11,396
valve_0392_lidar_classes.ply,12,507
valve_0392_lidar_classes.ply,13,1044
valve_0393_lidar_classes.ply,0,1007
valve_0393_lidar_classes.ply,1,256
valve_0393_lidar_classes.ply,2,164
valve_0393_lidar_classes.ply,3,375
valve_0393_lidar_classes.ply,4,291
valve_0393_lidar_classes.ply,5,121
valve_0393_lidar_classes.ply,6,727
valve_0393_lidar_classes.ply,7,106
valve_0393_lidar_classes.ply,8,220
valve_0393_lidar_classes.ply,9,295
valve_0393_lidar_classes.ply,10,202
valve_0393_lidar_classes.ply,11,414
valve_0393_lidar_classes.ply,12,497
valve_0393_lidar_classes.ply,13,1015
valve_0394_lidar_classes.ply,0,1042
valve_0394_lidar_classes.ply,1,232
valve_0394_lidar_classes.ply,2,171
valve_0394_lidar_classes.ply,3,392
valve_0394_lidar_classes.ply,4,277
valve_0394_lidar_classes.ply,5,100
valve_0394_lidar_classes.ply,6,744
valve_0394_lidar_classes.ply,7,115
valve_0394_lidar_classes.ply,8,198
valve_0394_lidar_classes.ply,9,339
valve_0394_lidar_classes.ply,10,286
valve_0394_lidar_classes.ply,11,363
valve_0394_lidar_classes.ply,12,529
valve_0394_lidar_classes.ply,13,1025
valve_0395_lidar_classes.ply,0,971
valve_0395_lidar_classes.ply,1,254
valve_0395_lidar_classes.ply,2,176
valve_0395_lidar_classes.ply,3,355
valve_0395_lidar_classes.ply,4,314
valve_0395_lidar_classes.ply,5,121
valve_0395_lidar_classes.ply,6,736
valve_0395_lidar_classes.ply,7,118
valve_0395_lidar_classes.ply,8,213
valve_0395_lidar_classes.ply,9,295
valve_0395_lidar_classes.ply,10,240
valve_0395_lidar_classes.ply,11,362
valve_0395_lidar_classes.ply,12,573
valve_0395_lidar_classes.ply,13,965
valve_0396_lidar_classes.ply,0,1071
valve_0396_lidar_classes.ply,1,220
valve_0396_lidar_classes.ply,2,167
valve_0396_lidar_classes.ply,3,384
valve_0396_lidar_classes.ply,4,301
valve_0396_lidar_classes.ply,5,129
valve_0396_lidar_classes.ply,6,705
valve_0396_lidar_classes.ply,7,123
valve_0396_lidar_classes.ply,8,203
valve_0396_lidar_classes.ply,9,272
valve_0396_lidar_classes.ply,10,245
valve_0396_lidar_classes.ply,11,409
valve_0396_lidar_classes.ply,12,617
valve_0396_lidar_classes.ply,13,1072
valve_0397_lidar_classes.ply,0,984
valve_0397_lidar_classes.ply,1,242
valve_0397_lidar_classes.ply,2,190
valve_0397_lidar_classes.ply,3,350
valve_0397_lidar_classes.ply,4,304
valve_0397_lidar_classes.ply,5,153
valve_0397_lidar_classes.ply,6,796
valve_0397_lidar_classes.ply,7,121
valve_0397_lidar_classes.ply,8,194
valve_0397_lidar_classes.ply,9,283
valve_0397_lidar_classes.ply,10,266
valve_0397_lidar_classes.ply,11,467
valve_0397_lidar_classes.ply,12,389
valve_0397_lidar_classes.ply,13,1005
valve_0398_lidar_classes.ply,0,992
valve_0398_lidar_classes.ply,1,263
valve_0398_lidar_classes.ply,2,139
valve_0398_lidar_classes.ply,3,368
valve_0398_lidar_classes.ply,4,347
valve_0398_lidar_classes.ply,5,143
valve_0398_lidar_classes.ply,6,732
valve_0398_lidar_classes.ply,7,185
valve_0398_lidar_classes.ply,8,169
valve_0398_lidar_classes.ply,9,252
valve_0398_lidar_classes.ply,10,271
valve_0398_lidar_classes.ply,11,353
valve_0398_lidar_classes.ply,12,443
valve_0398_lidar_classes.ply,13,991
valve_0399_lidar_classes.ply,0,1070
valve_0399_lidar_classes.ply,1,251
valve_0399_lidar_classes.ply,2,148
valve_0399_lidar_classes.ply,3,376
valve_0399_lidar_classes.ply,4,319
valve_0399_lidar_classes.ply,5,148
valve_0399_lidar_classes.ply,6,822
valve_0399_lidar_classes.ply,7,151
valve_0399_lidar_classes.ply,8,148
valve_0399_lidar_classes.ply,9,257
valve_0399_lidar_classes.ply,10,234
valve_0399_lidar_classes.ply,11,407
valve_0399_lidar_classes.ply,12,492
valve_0399_lidar_classes.ply,13,1003
valve_0401_lidar_classes.ply,0,1011
valve_0401_lidar_classes.ply,1,248
valve_0401_lidar_classes.ply,2,136
valve_0401_lidar_classes.ply,3,415
valve_0401_lidar_classes.ply,4,270
valve_0401_lidar_classes.ply,5,138
valve_0401_lidar_classes.ply,6,867
valve_0401_lidar_classes.ply,7,184
valve_0401_lidar_classes.ply,8,197
valve_0401_lidar_classes.ply,9,272
valve_0401_lidar_classes.ply,10,278
valve_0401_lidar_classes.ply,11,399
valve_0401_lidar_classes.ply,12,626
valve_0401_lidar_classes.ply,13,1026
valve_0402_lidar_classes.ply,0,916
valve_0402_lidar_classes.ply,1,264
valve_0402_lidar_classes.ply,2,154
valve_0402_lidar_classes.ply,3,415
valve_0402_lidar_classes.ply,4,225
valve_0402_lidar_classes.ply,5,104
valve_0402_lidar_classes.ply,6,771
valve_0402_lidar_classes.ply,7,110
valve_0402_lidar_classes.ply,8,211
valve_0402_lidar_classes.ply,9,342
valve_0402_lidar_classes.ply,10,231
valve_0402_lidar_classes.ply,11,361
valve_0402_lidar_classes.ply,12,577
valve_0402_lidar_classes.ply,13,977
valve_0403_lidar_classes.ply,0,955
valve_0403_lidar_classes.ply,1,239
valve_0403_lidar_classes.ply,2,176
valve_0403_lidar_classes.ply,3,366
valve_0403_lidar_classes.ply,4,360
valve_0403_lidar_classes.ply,5,112
valve_0403_lidar_classes.ply,6,807
valve_0403_lidar_classes.ply,7,126
valve_0403_lidar_classes.ply,8,207
valve_0403_lidar_classes.ply,9,321
valve_0403_lidar_classes.ply,10,225
valve_0403_lidar_classes.ply,11,381
valve_0403_lidar_classes.ply,12,406
valve_0403_lidar_classes.ply,13,1020
valve_0404_lidar_classes.ply,0,1065
valve_0404_lidar_classes.ply,1,221
valve_0404_lidar_classes.ply,2,171
valve_0404_lidar_classes.ply,3,385
valve_0404_lidar_classes.ply,4,340
valve_0404_lidar_classes.ply,5,126
valve_0404_lidar_classes.ply,6,787
valve_0404_lidar_classes.ply,7,169
valve_0404_lidar_classes.ply,8,159
valve_0404_lidar_classes.ply,9,242
valve_0404_lidar_classes.ply,10,279
valve_0404_lidar_classes.ply,11,359
valve_0404_lidar_classes.ply,12,456
valve_0404_lidar_classes.ply,13,1063
valve_0405_lidar_classes.ply,0,1020
valve_0405_lidar_classes.ply,1,236
valve_0405_lidar_classes.ply,2,157
valve_0405_lidar_classes.ply,3,381
valve_0405_lidar_classes.ply,4,396
valve_0405_lidar_classes.ply,5,145
valve_0405_lidar_classes.ply,6,709
valve_0405_lidar_classes.ply,7,138
valve_0405_lidar_classes.ply,8,124
valve_0405_lidar_classes.ply,9,249
valve_0405_lidar_classes.ply,10,276
valve_0405_lidar_classes.ply,11,399
valve_0405_lidar_classes.ply,12,435
valve_0405_lidar_classes.ply,13,1016
valve_0406_lidar_classes.ply,0,1070
valve_0406_lidar_classes.ply,1,230
valve_0406_lidar_classes.ply,2,151
valve_0406_lidar_classes.ply,3,365
valve_0406_lidar_classes.ply,4,289
valve_0406_lidar_classes.ply,5,158
valve_0406_lidar_classes.ply,6,747
valve_0406_lidar_classes.ply,7,147
valve_0406_lidar_classes.ply,8,138
valve_0406_lidar_classes.ply,9,201
valve_0406_lidar_classes.ply,10,205
valve_0406_lidar_classes.ply,11,478
valve_0406_lidar_classes.ply,12,454
valve_0406_lidar_classes.ply,13,1111
valve_0407_lidar_classes.ply,0,916
valve_0407_lidar_classes.ply,1,239
valve_0407_lidar_classes.ply,2,181
valve_0407_lidar_classes.ply,3,346
valve_0407_lidar_classes.ply,4,300
valve_0407_lidar_classes.ply,5,111
valve_0407_lidar_classes.ply,6,674
valve_0407_lidar_classes.ply,7,121
valve_0407_lidar_classes.ply,8,225
valve_0407_lidar_classes.ply,9,328
valve_0407_lidar_classes.ply,10,226
valve_0407_lidar_classes.ply,11,377
valve_0407_lidar_classes.ply,12,480
valve_0407_lidar_classes.ply,13,1018
valve_0408_lidar_classes.ply,0,1005
valve_0408_lidar_classes.ply,1,233
valve_0408_lidar_classes.ply,2,157
valve_0408_lidar_classes.ply,3,407
valve_0408_lidar_classes.ply,4,309
valve_0408_lidar_classes.ply,5,165
valve_0408_lidar_classes.ply,6,763
valve_0408_lidar_classes.ply,7,203
valve_0408_lidar_classes.ply,8,217
valve_0408_lidar_classes.ply,9,240
valve_0408_lidar_classes.ply,10,261
valve_0408_lidar_classes.ply,11,390
valve_0408_lidar_classes.ply,12,632
valve_0408_lidar_classes.ply,13,1030
valve_0409_lidar_classes.ply,0,1080
valve_0409_lidar_classes.ply,1,226
valve_0409_lidar_classes.ply,2,144
valve_0409_lidar_classes.ply,3,434
valve_0409_lidar_classes.ply,4,276
valve_0409_lidar_classes.ply,5,122
valve_0409_lidar_classes.ply,6,801
valve_0409_lidar_classes.ply,7,237
valve_0409_lidar_classes.ply,8,211
valve_0409_lidar_classes.ply,9,257
valve_0409_lidar_classes.ply,10,312
valve_0409_lidar_classes.ply,11,403
valve_0409_lidar_classes.ply,12,512
valve_0409_lidar_classes.ply,13,981
valve_0410_lidar_classes.ply,0,926
valve_0410_lidar_classes.ply,1,249
valve_0410_lidar_classes.ply,2,170
valve_0410_lidar_classes.ply,3,361
valve_0410_lidar_classes.ply,4,376
valve_0410_lidar_classes.ply,5,133
valve_0410_lidar_classes.ply,6,770
valve_0410_lidar_classes.ply,7,168
valve_0410_lidar_classes.ply,8,133
valve_0410_lidar_classes.ply,9,245
valve_0410_lidar_classes.ply,10,204
valve_0410_lidar_classes.ply,11,417
valve_0410_lidar_classes.ply,12,544
valve_0410_lidar_classes.ply,13,1120
valve_0411_lidar_classes.ply,0,987
valve_0411_lidar_classes.ply,1,248
valve_0411_lidar_classes.ply,2,155
valve_0411_lidar_classes.ply,3,377
valve_0411_lidar_classes.ply,4,341
valve_0411_lidar_classes.ply,5,134
valve_0411_lidar_classes.ply,6,780
valve_0411_lidar_classes.ply,7,148
valve_0411_lidar_classes.ply,8,177
valve_0411_lidar_classes.ply,9,258
valve_0411_lidar_classes.ply,10,249
valve_0411_lidar_classes.ply,11,343
valve_0411_lidar_classes.ply,12,494
valve_0411_lidar_classes.ply,13,1097
valve_0412_lidar_classes.ply,0,916
valve_0412_lidar_classes.ply,1,255
valve_0412_lidar_classes.ply,2,161
valve_0412_lidar_classes.ply,3,394
valve_0412_lidar_classes.ply,4,331
valve_0412_lidar_classes.ply,5,138
valve_0412_lidar_classes.ply,6,704
valve_0412_lidar_classes.ply,7,166
valve_0412_lidar_classes.ply,8,186
valve_0412_lidar_classes.ply,9,274
valve_0412_lidar_classes.ply,10,254
valve_0412_lidar_classes.ply,11,476
valve_0412_lidar_classes.ply,12,632
valve_0412_lidar_classes.ply,13,936
valve_0413_lidar_classes.ply,0,947
valve_0413_lidar_classes.ply,1,252
valve_0413_lidar_classes.ply,2,159
valve_0413_lidar_classes.ply,3,368
valve_0413_lidar_classes.ply,4,261
valve_0413_lidar_classes.ply,5,125
valve_0413_lidar_classes.ply,6,856
valve_0413_lidar_classes.ply,7,151
valve_0413_lidar_classes.ply,8,119
valve_0413_lidar_classes.ply,9,254
valve_0413_lidar_classes.ply,10,216
valve_0413_lidar_classes.ply,11,401
valve_0413_lidar_classes.ply,12,355
valve_0413_lidar_classes.ply,13,1169
valve_0414_lidar_classes.ply,0,1015
valve_0414_lidar_classes.ply,1,244
valve_0414_lidar_classes.ply,2,170
valve_0414_lidar_classes.ply,3,366
valve_0414_lidar_classes.ply,4,351
valve_0414_lidar_classes.ply,5,133
valve_0414_lidar_classes.ply,6,761
valve_0414_lidar_classes.ply,7,105
valve_0414_lidar_classes.ply,8,225
valve_0414_lidar_classes.ply,9,317
valve_0414_lidar_classes.ply,10,241
valve_0414_lidar_classes.ply,11,410
valve_0414_lidar_classes.ply,12,450
valve_0414_lidar_classes.ply,13,988
valve_0415_lidar_classes.ply,0,1058
valve_0415_lidar_classes.ply,1,208
valve_0415_lidar_classes.ply,2,180
valve_0415_lidar_classes.ply,3,392
valve_0415_lidar_classes.ply,4,379
valve_0415_lidar_classes.ply,5,140
valve_0415_lidar_classes.ply,6,737
valve_0415_lidar_classes.ply,7,148
valve_0415_lidar_classes.ply,8,158
valve_0415_lidar_classes.ply,9,239
valve_0415_lidar_classes.ply,10,226
valve_0415_lidar_classes.ply,11,436
valve_0415_lidar_classes.ply,12,559
valve_0415_lidar_classes.ply,13,1038
valve_0416_lidar_classes.ply,0,1090
valve_0416_lidar_classes.ply,1,232
valve_0416_lidar_classes.ply,2,145
valve_0416_lidar_classes.ply,3,409
valve_0416_lidar_classes.ply,4,330
valve_0416_lidar_classes.ply,5,189
valve_0416_lidar_classes.ply,6,837
valve_0416_lidar_classes.ply,7,168
valve_0416_lidar_classes.ply,8,211
valve_0416_lidar_classes.ply,9,273
valve_0416_lidar_classes.ply,10,269
valve_0416_lidar_classes.ply,11,424
valve_0416_lidar_classes.ply,12,586
valve_0416_lidar_classes.ply,13,919
valve_0417_lidar_classes.ply,0,961
valve_0417_lidar_classes.ply,1,284
valve_0417_lidar_classes.ply,2,147
valve_0417_lidar_classes.ply,3,408
valve_0417_lidar_classes.ply,4,362
valve_0417_lidar_classes.ply,5,156
valve_0417_lidar_classes.ply,6,786
valve_0417_lidar_classes.ply,7,199
valve_0417_lidar_classes.ply,8,125
valve_0417_lidar_classes.ply,9,270
valve_0417_lidar_classes.ply,10,269
valve_0417_lidar_classes.ply,11,401
valve_0417_lidar_classes.ply,12,504
valve_0417_lidar_classes.ply,13,999
valve_0418_lidar_classes.ply,0,978
valve_0418_lidar_classes.ply,1,231
valve_0418_lidar_classes.ply,2,177
valve_0418_lidar_classes.ply,3,400
